GEOID,YEAR,IncomeG,RentG,HHs
13121002400,2017,High Income,Med Burden,0
13121002400,2017,Low Income,High Burden,191
13121002400,2017,Low Income,Low Burden,23
13121002400,2017,Low Income,Med Burden,62
13121002400,2017,Med Income,High Burden,0
13121002400,2017,Med Income,Low Burden,102
13121002400,2017,Med Income,Med Burden,59
13121002500,2014,High Income,High Burden,0
13121002500,2014,High Income,Low Burden,14
13121002500,2014,High Income,Med Burden,0
13121002500,2014,Low Income,High Burden,239
13121002500,2014,Low Income,Low Burden,102
13121002500,2014,Low Income,Med Burden,165
13121002500,2014,Med Income,High Burden,0
13121002500,2014,Med Income,Low Burden,84
13121002500,2014,Med Income,Med Burden,8
13121002500,2015,High Income,High Burden,0
13121002500,2015,High Income,Low Burden,41
13121002500,2015,High Income,Med Burden,0
13121002500,2015,Low Income,High Burden,237
13121002500,2015,Low Income,Low Burden,96
13121002500,2015,Low Income,Med Burden,165
13121002500,2015,Med Income,High Burden,0
13121002500,2015,Med Income,Low Burden,123
13121002500,2015,Med Income,Med Burden,9
13121002500,2016,High Income,High Burden,0
13121002500,2016,High Income,Low Burden,40
13121002500,2016,High Income,Med Burden,0
13121002500,2016,Low Income,High Burden,267
13121002500,2016,Low Income,Low Burden,113
13121002500,2016,Low Income,Med Burden,156
13121002500,2016,Med Income,High Burden,0
13121002500,2016,Med Income,Low Burden,152
13121002500,2016,Med Income,Med Burden,17
13121002500,2017,High Income,High Burden,0
13121002500,2017,High Income,Low Burden,35
13121002500,2017,High Income,Med Burden,0
13121002500,2017,Low Income,High Burden,247
13121002500,2017,Low Income,Low Burden,101
13121002500,2017,Low Income,Med Burden,133
13121002500,2017,Med Income,High Burden,0
13121002500,2017,Med Income,Low Burden,169
13121002500,2017,Med Income,Med Burden,18
13121002600,2014,High Income,High Burden,0
13121002600,2014,High Income,Low Burden,7
13121002600,2014,High Income,Med Burden,0
13121002600,2014,Low Income,High Burden,138
13121002600,2014,Low Income,Low Burden,25
13121002600,2014,Low Income,Med Burden,107
13121002600,2014,Med Income,High Burden,0
13121002600,2014,Med Income,Low Burden,84
13121002600,2014,Med Income,Med Burden,23
13121002600,2015,High Income,High Burden,0
13121002600,2015,High Income,Low Burden,7
13121002600,2015,High Income,Med Burden,0
13121002600,2015,Low Income,High Burden,124
13121002600,2015,Low Income,Low Burden,28
13121002600,2015,Low Income,Med Burden,137
13121002600,2015,Med Income,High Burden,0
13121002600,2015,Med Income,Low Burden,92
13121002600,2015,Med Income,Med Burden,25
13121002600,2016,High Income,High Burden,0
13121002600,2016,High Income,Low Burden,22
13121002600,2016,High Income,Med Burden,0
13121002600,2016,Low Income,High Burden,174
13121002600,2016,Low Income,Low Burden,43
13121002600,2016,Low Income,Med Burden,112
13121002600,2016,Med Income,High Burden,0
13121002600,2016,Med Income,Low Burden,90
13121002600,2016,Med Income,Med Burden,29
13121002600,2017,High Income,High Burden,0
13121002600,2017,High Income,Low Burden,34
13121002600,2017,High Income,Med Burden,0
13121002600,2017,Low Income,High Burden,204
13121002600,2017,Low Income,Low Burden,42
13121002600,2017,Low Income,Med Burden,102
13121002600,2017,Med Income,High Burden,0
13121002600,2017,Med Income,Low Burden,83
13121002600,2017,Med Income,Med Burden,44
13121002800,2014,High Income,High Burden,0
13121002800,2014,High Income,Low Burden,132
13121002800,2014,High Income,Med Burden,0
13121002800,2014,Low Income,High Burden,228
13121002800,2014,Low Income,Low Burden,164
13121002800,2014,Low Income,Med Burden,251
13121002800,2014,Med Income,High Burden,0
13121002800,2014,Med Income,Low Burden,212
13121002800,2014,Med Income,Med Burden,30
13121002800,2015,High Income,High Burden,0
13121002800,2015,High Income,Low Burden,176
13121002800,2015,High Income,Med Burden,0
13121002800,2015,Low Income,High Burden,314
13121002800,2015,Low Income,Low Burden,126
13121002800,2015,Low Income,Med Burden,201
13121002800,2015,Med Income,High Burden,0
13121002800,2015,Med Income,Low Burden,199
13121002800,2015,Med Income,Med Burden,41
13121002800,2016,High Income,High Burden,0
13121002800,2016,High Income,Low Burden,188
13121002800,2016,High Income,Med Burden,0
13121002800,2016,Low Income,High Burden,302
13121002800,2016,Low Income,Low Burden,165
13121002800,2016,Low Income,Med Burden,204
13121002800,2016,Med Income,High Burden,5
13121002800,2016,Med Income,Low Burden,193
13121002800,2016,Med Income,Med Burden,43
13121002800,2017,High Income,High Burden,0
13121002800,2017,High Income,Low Burden,225
13121002800,2017,High Income,Med Burden,0
13121002800,2017,Low Income,High Burden,380
13121002800,2017,Low Income,Low Burden,136
13121002800,2017,Low Income,Med Burden,183
13121002800,2017,Med Income,High Burden,5
13121002800,2017,Med Income,Low Burden,183
13121002800,2017,Med Income,Med Burden,74
13121002900,2014,High Income,High Burden,0
13121002900,2014,High Income,Low Burden,344
13121002900,2014,High Income,Med Burden,0
13121002900,2014,Low Income,High Burden,178
13121002900,2014,Low Income,Low Burden,0
13121002900,2014,Low Income,Med Burden,28
13121002900,2014,Med Income,High Burden,0
13121002900,2014,Med Income,Low Burden,197
13121002900,2014,Med Income,Med Burden,107
13121002900,2015,High Income,High Burden,0
13121002900,2015,High Income,Low Burden,313
13121002900,2015,High Income,Med Burden,0
13121002900,2015,Low Income,High Burden,183
13121002900,2015,Low Income,Low Burden,0
13121002900,2015,Low Income,Med Burden,52
13121002900,2015,Med Income,High Burden,8
13121002900,2015,Med Income,Low Burden,200
13121002900,2015,Med Income,Med Burden,103
13121002900,2016,High Income,High Burden,0
13121002900,2016,High Income,Low Burden,327
13121002900,2016,High Income,Med Burden,0
13121002900,2016,Low Income,High Burden,159
13121002900,2016,Low Income,Low Burden,0
13121002900,2016,Low Income,Med Burden,75
13121002900,2016,Med Income,High Burden,17
13121002900,2016,Med Income,Low Burden,144
13121002900,2016,Med Income,Med Burden,133
13121002900,2017,High Income,High Burden,0
13121002900,2017,High Income,Low Burden,289
13121002900,2017,High Income,Med Burden,0
13121002900,2017,Low Income,High Burden,166
13121002900,2017,Low Income,Low Burden,0
13121002900,2017,Low Income,Med Burden,107
13121002900,2017,Med Income,High Burden,16
13121002900,2017,Med Income,Low Burden,186
13121002900,2017,Med Income,Med Burden,135
13121003000,2014,High Income,High Burden,0
13121003000,2014,High Income,Low Burden,252
13121003000,2014,High Income,Med Burden,0
13121003000,2014,Low Income,High Burden,127
13121003000,2014,Low Income,Low Burden,9
13121003000,2014,Low Income,Med Burden,85
13121003000,2014,Med Income,High Burden,0
13121003000,2014,Med Income,Low Burden,205
13121003000,2014,Med Income,Med Burden,38
13121003000,2015,High Income,High Burden,0
13121003000,2015,High Income,Low Burden,290
13121003000,2015,High Income,Med Burden,0
13121003000,2015,Low Income,High Burden,137
13121003000,2015,Low Income,Low Burden,8
13121003000,2015,Low Income,Med Burden,79
13121003000,2015,Med Income,High Burden,0
13121003000,2015,Med Income,Low Burden,233
13121003000,2015,Med Income,Med Burden,71
13121003000,2016,High Income,High Burden,0
13121003000,2016,High Income,Low Burden,303
13121003000,2016,High Income,Med Burden,0
13121003000,2016,Low Income,High Burden,94
13121003000,2016,Low Income,Low Burden,0
13121003000,2016,Low Income,Med Burden,84
13121003000,2016,Med Income,High Burden,8
13121003000,2016,Med Income,Low Burden,240
13121003000,2016,Med Income,Med Burden,87
13121003000,2017,High Income,High Burden,0
13121003000,2017,High Income,Low Burden,337
13121003000,2017,High Income,Med Burden,9
13121003000,2017,Low Income,High Burden,92
13121003000,2017,Low Income,Low Burden,0
13121003000,2017,Low Income,Med Burden,72
13121003000,2017,Med Income,High Burden,9
13121003000,2017,Med Income,Low Burden,209
13121003000,2017,Med Income,Med Burden,107
13121003100,2014,High Income,High Burden,0
13121003100,2014,High Income,Low Burden,36
13121003100,2014,High Income,Med Burden,0
13121003100,2014,Low Income,High Burden,147
13121003100,2014,Low Income,Low Burden,0
13121003100,2014,Low Income,Med Burden,95
13121003100,2014,Med Income,High Burden,0
13121003100,2014,Med Income,Low Burden,109
13121003100,2014,Med Income,Med Burden,14
13121003100,2015,High Income,High Burden,0
13121003100,2015,High Income,Low Burden,75
13121003100,2015,High Income,Med Burden,0
13121003100,2015,Low Income,High Burden,157
13121003100,2015,Low Income,Low Burden,0
13121003100,2015,Low Income,Med Burden,94
13121003100,2015,Med Income,High Burden,0
13121003100,2015,Med Income,Low Burden,78
13121003100,2015,Med Income,Med Burden,10
13121003100,2016,High Income,High Burden,0
13121003100,2016,High Income,Low Burden,76
13121003100,2016,High Income,Med Burden,4
13121003100,2016,Low Income,High Burden,144
13121003100,2016,Low Income,Low Burden,0
13121003100,2016,Low Income,Med Burden,115
13121003100,2016,Med Income,High Burden,0
13121003100,2016,Med Income,Low Burden,76
13121003100,2016,Med Income,Med Burden,49
13121003100,2017,High Income,High Burden,0
13121003100,2017,High Income,Low Burden,88
13121003100,2017,High Income,Med Burden,9
13121003100,2017,Low Income,High Burden,106
13121003100,2017,Low Income,Low Burden,36
13121003100,2017,Low Income,Med Burden,115
13121003100,2017,Med Income,High Burden,0
13121003100,2017,Med Income,Low Burden,82
13121003100,2017,Med Income,Med Burden,55
13121003200,2014,High Income,High Burden,0
13121003200,2014,High Income,Low Burden,158
13121003200,2014,High Income,Med Burden,0
13121003200,2014,Low Income,High Burden,161
13121003200,2014,Low Income,Low Burden,23
13121003200,2014,Low Income,Med Burden,108
13121003200,2014,Med Income,High Burden,0
13121003200,2014,Med Income,Low Burden,123
13121003200,2014,Med Income,Med Burden,71
13121003200,2015,High Income,High Burden,0
13121003200,2015,High Income,Low Burden,161
13121003200,2015,High Income,Med Burden,0
13121003200,2015,Low Income,High Burden,124
13121003200,2015,Low Income,Low Burden,0
13121003200,2015,Low Income,Med Burden,93
13121003200,2015,Med Income,High Burden,0
13121003200,2015,Med Income,Low Burden,105
13121003200,2015,Med Income,Med Burden,85
13121003200,2016,High Income,High Burden,0
13121003200,2016,High Income,Low Burden,121
13121003200,2016,High Income,Med Burden,0
13121003200,2016,Low Income,High Burden,96
13121003200,2016,Low Income,Low Burden,0
13121003200,2016,Low Income,Med Burden,68
13121003200,2016,Med Income,High Burden,0
13121003200,2016,Med Income,Low Burden,100
13121003200,2016,Med Income,Med Burden,82
13121003200,2017,High Income,High Burden,0
13121003200,2017,High Income,Low Burden,145
13121003200,2017,High Income,Med Burden,6
13121003200,2017,Low Income,High Burden,57
13121003200,2017,Low Income,Low Burden,0
13121003200,2017,Low Income,Med Burden,34
13121003200,2017,Med Income,High Burden,0
13121003200,2017,Med Income,Low Burden,60
13121003200,2017,Med Income,Med Burden,74
13121003500,2014,High Income,High Burden,0
13121003500,2014,High Income,Low Burden,88
13121003500,2014,High Income,Med Burden,0
13121003500,2014,Low Income,High Burden,107
13121003500,2014,Low Income,Low Burden,0
13121003500,2014,Low Income,Med Burden,62
13121003500,2014,Med Income,High Burden,0
13121003500,2014,Med Income,Low Burden,130
13121003500,2014,Med Income,Med Burden,19
13121003500,2015,High Income,High Burden,0
13121003500,2015,High Income,Low Burden,57
13121003500,2015,High Income,Med Burden,0
13121003500,2015,Low Income,High Burden,114
13121003500,2015,Low Income,Low Burden,0
13121003500,2015,Low Income,Med Burden,56
13121003500,2015,Med Income,High Burden,0
13121003500,2015,Med Income,Low Burden,112
13121003500,2015,Med Income,Med Burden,20
13121003500,2016,High Income,High Burden,0
13121003500,2016,High Income,Low Burden,89
13121003500,2016,High Income,Med Burden,6
13121003500,2016,Low Income,High Burden,114
13121003500,2016,Low Income,Low Burden,0
13121003500,2016,Low Income,Med Burden,35
13121003500,2016,Med Income,High Burden,0
13121003500,2016,Med Income,Low Burden,113
13121003500,2016,Med Income,Med Burden,14
13121003500,2017,High Income,High Burden,0
13121003500,2017,High Income,Low Burden,73
13121003500,2017,High Income,Med Burden,6
13121003500,2017,Low Income,High Burden,116
13121003500,2017,Low Income,Low Burden,0
13121003500,2017,Low Income,Med Burden,8
13121003500,2017,Med Income,High Burden,0
13121003500,2017,Med Income,Low Burden,83
13121003500,2017,Med Income,Med Burden,29
13121003600,2014,High Income,High Burden,0
13121003600,2014,High Income,Low Burden,31
13121003600,2014,High Income,Med Burden,0
13121003600,2014,Low Income,High Burden,154
13121003600,2014,Low Income,Low Burden,88
13121003600,2014,Low Income,Med Burden,118
13121003600,2014,Med Income,High Burden,0
13121003600,2014,Med Income,Low Burden,140
13121003600,2014,Med Income,Med Burden,12
13121003600,2015,High Income,High Burden,0
13121003600,2015,High Income,Low Burden,11
13121003600,2015,High Income,Med Burden,0
13121003600,2015,Low Income,High Burden,147
13121003600,2015,Low Income,Low Burden,103
13121003600,2015,Low Income,Med Burden,135
13121003600,2015,Med Income,High Burden,0
13121003600,2015,Med Income,Low Burden,177
13121003600,2015,Med Income,Med Burden,13
13121003600,2016,High Income,High Burden,0
13121003600,2016,High Income,Low Burden,25
13121003600,2016,High Income,Med Burden,0
13121003600,2016,Low Income,High Burden,101
13121003600,2016,Low Income,Low Burden,112
13121003600,2016,Low Income,Med Burden,111
13121003600,2016,Med Income,High Burden,0
13121003600,2016,Med Income,Low Burden,187
13121003600,2016,Med Income,Med Burden,13
13121003600,2017,High Income,High Burden,0
13121003600,2017,High Income,Low Burden,38
13121003600,2017,High Income,Med Burden,0
13121003600,2017,Low Income,High Burden,99
13121003600,2017,Low Income,Low Burden,168
13121003600,2017,Low Income,Med Burden,68
13121003600,2017,Med Income,High Burden,0
13121003600,2017,Med Income,Low Burden,229
13121003600,2017,Med Income,Med Burden,18
13121003700,2014,High Income,High Burden,0
13121003700,2014,High Income,Low Burden,0
13121003700,2014,High Income,Med Burden,0
13121003700,2014,Low Income,High Burden,30
13121003700,2014,Low Income,Low Burden,0
13121003700,2014,Low Income,Med Burden,0
13121003700,2014,Med Income,High Burden,0
13121003700,2014,Med Income,Low Burden,0
13121003700,2014,Med Income,Med Burden,0
13121003700,2015,High Income,High Burden,0
13121003700,2015,High Income,Low Burden,0
13121003700,2015,High Income,Med Burden,0
13121003700,2015,Low Income,High Burden,28
13121003700,2015,Low Income,Low Burden,12
13121003700,2015,Low Income,Med Burden,14
13121003700,2015,Med Income,High Burden,0
13121003700,2015,Med Income,Low Burden,0
13121003700,2015,Med Income,Med Burden,0
13121003700,2016,High Income,High Burden,0
13121003700,2016,High Income,Low Burden,0
13121003700,2016,High Income,Med Burden,0
13121003700,2016,Low Income,High Burden,28
13121003700,2016,Low Income,Low Burden,39
13121003700,2016,Low Income,Med Burden,14
13121003700,2016,Med Income,High Burden,0
13121003700,2016,Med Income,Low Burden,14
13121003700,2016,Med Income,Med Burden,0
13121003700,2017,High Income,High Burden,0
13121003700,2017,High Income,Low Burden,0
13121003700,2017,High Income,Med Burden,0
13121003700,2017,Low Income,High Burden,42
13121003700,2017,Low Income,Low Burden,40
13121003700,2017,Low Income,Med Burden,14
13121003700,2017,Med Income,High Burden,0
13121003700,2017,Med Income,Low Burden,14
13121003700,2017,Med Income,Med Burden,0
13121003800,2014,High Income,High Burden,0
13121003800,2014,High Income,Low Burden,0
13121003800,2014,High Income,Med Burden,12
13121003800,2014,Low Income,High Burden,58
13121003800,2014,Low Income,Low Burden,10
13121003800,2014,Low Income,Med Burden,14
13121003800,2014,Med Income,High Burden,0
13121003800,2014,Med Income,Low Burden,48
13121003800,2014,Med Income,Med Burden,0
13121003800,2015,High Income,High Burden,0
13121003800,2015,High Income,Low Burden,0
13121003800,2015,High Income,Med Burden,14
13121003800,2015,Low Income,High Burden,46
13121003800,2015,Low Income,Low Burden,18
13121003800,2015,Low Income,Med Burden,13
13121003800,2015,Med Income,High Burden,0
13121003800,2015,Med Income,Low Burden,33
13121003800,2015,Med Income,Med Burden,0
13121003800,2016,High Income,High Burden,0
13121003800,2016,High Income,Low Burden,0
13121003800,2016,High Income,Med Burden,0
13121003800,2016,Low Income,High Burden,28
13121003800,2016,Low Income,Low Burden,18
13121003800,2016,Low Income,Med Burden,12
13121003800,2016,Med Income,High Burden,0
13121003800,2016,Med Income,Low Burden,49
13121003800,2016,Med Income,Med Burden,0
13121003800,2017,High Income,High Burden,0
13121003800,2017,High Income,Low Burden,0
13121003800,2017,High Income,Med Burden,0
13121003800,2017,Low Income,High Burden,41
13121003800,2017,Low Income,Low Burden,12
13121003800,2017,Low Income,Med Burden,8
13121003800,2017,Med Income,High Burden,0
13121003800,2017,Med Income,Low Burden,55
13121003800,2017,Med Income,Med Burden,0
13121003900,2014,High Income,High Burden,0
13121003900,2014,High Income,Low Burden,24
13121003900,2014,High Income,Med Burden,0
13121003900,2014,Low Income,High Burden,165
13121003900,2014,Low Income,Low Burden,4
13121003900,2014,Low Income,Med Burden,39
13121003900,2014,Med Income,High Burden,0
13121003900,2014,Med Income,Low Burden,32
13121003900,2014,Med Income,Med Burden,43
13121003900,2015,High Income,High Burden,0
13121003900,2015,High Income,Low Burden,43
13121003900,2015,High Income,Med Burden,0
13121003900,2015,Low Income,High Burden,165
13121003900,2015,Low Income,Low Burden,14
13121003900,2015,Low Income,Med Burden,40
13121003900,2015,Med Income,High Burden,0
13121003900,2015,Med Income,Low Burden,38
13121003900,2015,Med Income,Med Burden,39
13121003900,2016,High Income,High Burden,0
13121003900,2016,High Income,Low Burden,41
13121003900,2016,High Income,Med Burden,0
13121003900,2016,Low Income,High Burden,177
13121003900,2016,Low Income,Low Burden,11
13121003900,2016,Low Income,Med Burden,49
13121003900,2016,Med Income,High Burden,9
13121003900,2016,Med Income,Low Burden,54
13121003900,2016,Med Income,Med Burden,63
13121003900,2017,High Income,High Burden,0
13121003900,2017,High Income,Low Burden,35
13121003900,2017,High Income,Med Burden,0
13121003900,2017,Low Income,High Burden,164
13121003900,2017,Low Income,Low Burden,14
13121003900,2017,Low Income,Med Burden,54
13121003900,2017,Med Income,High Burden,6
13121003900,2017,Med Income,Low Burden,107
13121003900,2017,Med Income,Med Burden,83
13121004000,2014,High Income,High Burden,0
13121004000,2014,High Income,Low Burden,3
13121004000,2014,High Income,Med Burden,0
13121004000,2014,Low Income,High Burden,182
13121004000,2014,Low Income,Low Burden,17
13121004000,2014,Low Income,Med Burden,46
13121004000,2014,Med Income,High Burden,0
13121004000,2014,Med Income,Low Burden,62
13121004000,2014,Med Income,Med Burden,24
13121004000,2015,High Income,High Burden,0
13121004000,2015,High Income,Low Burden,24
13121004000,2015,High Income,Med Burden,0
13121004000,2015,Low Income,High Burden,143
13121004000,2015,Low Income,Low Burden,17
13121004000,2015,Low Income,Med Burden,60
13121004000,2015,Med Income,High Burden,0
13121004000,2015,Med Income,Low Burden,108
13121004000,2015,Med Income,Med Burden,25
13121004000,2016,High Income,High Burden,0
13121004000,2016,High Income,Low Burden,27
13121004000,2016,High Income,Med Burden,0
13121004000,2016,Low Income,High Burden,178
13121004000,2016,Low Income,Low Burden,16
13121004000,2016,Low Income,Med Burden,76
13121004000,2016,Med Income,High Burden,0
13121004000,2016,Med Income,Low Burden,118
13121004000,2016,Med Income,Med Burden,39
13121004000,2017,High Income,High Burden,0
13121004000,2017,High Income,Low Burden,29
13121004000,2017,High Income,Med Burden,0
13121004000,2017,Low Income,High Burden,201
13121004000,2017,Low Income,Low Burden,44
13121004000,2017,Low Income,Med Burden,87
13121004000,2017,Med Income,High Burden,0
13121004000,2017,Med Income,Low Burden,128
13121004000,2017,Med Income,Med Burden,35
13121004100,2014,High Income,High Burden,0
13121004100,2014,High Income,Low Burden,16
13121004100,2014,High Income,Med Burden,0
13121004100,2014,Low Income,High Burden,262
13121004100,2014,Low Income,Low Burden,10
13121004100,2014,Low Income,Med Burden,76
13121004100,2014,Med Income,High Burden,0
13121004100,2014,Med Income,Low Burden,95
13121004100,2014,Med Income,Med Burden,40
13121004100,2015,High Income,High Burden,0
13121004100,2015,High Income,Low Burden,22
13121004100,2015,High Income,Med Burden,0
13121004100,2015,Low Income,High Burden,253
13121004100,2015,Low Income,Low Burden,28
13121004100,2015,Low Income,Med Burden,46
13121004100,2015,Med Income,High Burden,0
13121004100,2015,Med Income,Low Burden,66
13121004100,2015,Med Income,Med Burden,49
13121004100,2016,High Income,High Burden,0
13121004100,2016,High Income,Low Burden,27
13121004100,2016,High Income,Med Burden,0
13121004100,2016,Low Income,High Burden,243
13121004100,2016,Low Income,Low Burden,12
13121004100,2016,Low Income,Med Burden,32
13121004100,2016,Med Income,High Burden,0
13121004100,2016,Med Income,Low Burden,85
13121004100,2016,Med Income,Med Burden,58
13121004100,2017,High Income,High Burden,0
13121004100,2017,High Income,Low Burden,44
13121004100,2017,High Income,Med Burden,0
13121004100,2017,Low Income,High Burden,172
13121004100,2017,Low Income,Low Burden,13
13121004100,2017,Low Income,Med Burden,19
13121004100,2017,Med Income,High Burden,18
13121004100,2017,Med Income,Low Burden,118
13121004100,2017,Med Income,Med Burden,43
13121004200,2014,High Income,High Burden,0
13121004200,2014,High Income,Low Burden,67
13121004200,2014,High Income,Med Burden,0
13121004200,2014,Low Income,High Burden,251
13121004200,2014,Low Income,Low Burden,268
13121004200,2014,Low Income,Med Burden,313
13121004200,2014,Med Income,High Burden,0
13121004200,2014,Med Income,Low Burden,176
13121004200,2014,Med Income,Med Burden,0
13121004200,2015,High Income,High Burden,0
13121004200,2015,High Income,Low Burden,45
13121004200,2015,High Income,Med Burden,0
13121004200,2015,Low Income,High Burden,232
13121004200,2015,Low Income,Low Burden,282
13121004200,2015,Low Income,Med Burden,286
13121004200,2015,Med Income,High Burden,0
13121004200,2015,Med Income,Low Burden,153
13121004200,2015,Med Income,Med Burden,30
13121004200,2016,High Income,High Burden,0
13121004200,2016,High Income,Low Burden,63
13121004200,2016,High Income,Med Burden,0
13121004200,2016,Low Income,High Burden,229
13121004200,2016,Low Income,Low Burden,334
13121004200,2016,Low Income,Med Burden,315
13121004200,2016,Med Income,High Burden,0
13121004200,2016,Med Income,Low Burden,166
13121004200,2016,Med Income,Med Burden,40
13121004200,2017,High Income,High Burden,0
13121004200,2017,High Income,Low Burden,37
13121004200,2017,High Income,Med Burden,0
13121004200,2017,Low Income,High Burden,166
13121004200,2017,Low Income,Low Burden,421
13121004200,2017,Low Income,Med Burden,295
13121004200,2017,Med Income,High Burden,0
13121004200,2017,Med Income,Low Burden,134
13121004200,2017,Med Income,Med Burden,46
13121004300,2014,High Income,High Burden,0
13121004300,2014,High Income,Low Burden,20
13121004300,2014,High Income,Med Burden,0
13121004300,2014,Low Income,High Burden,145
13121004300,2014,Low Income,Low Burden,25
13121004300,2014,Low Income,Med Burden,124
13121004300,2014,Med Income,High Burden,0
13121004300,2014,Med Income,Low Burden,81
13121004300,2014,Med Income,Med Burden,25
13121004300,2015,High Income,High Burden,0
13121004300,2015,High Income,Low Burden,44
13121004300,2015,High Income,Med Burden,0
13121004300,2015,Low Income,High Burden,178
13121004300,2015,Low Income,Low Burden,27
13121004300,2015,Low Income,Med Burden,149
13121004300,2015,Med Income,High Burden,0
13121004300,2015,Med Income,Low Burden,77
13121004300,2015,Med Income,Med Burden,19
13121004300,2016,High Income,High Burden,0
13121004300,2016,High Income,Low Burden,47
13121004300,2016,High Income,Med Burden,0
13121004300,2016,Low Income,High Burden,181
13121004300,2016,Low Income,Low Burden,59
13121004300,2016,Low Income,Med Burden,155
13121004300,2016,Med Income,High Burden,0
13121004300,2016,Med Income,Low Burden,67
13121004300,2016,Med Income,Med Burden,23
13121004300,2017,High Income,High Burden,0
13121004300,2017,High Income,Low Burden,65
13121004300,2017,High Income,Med Burden,0
13121004300,2017,Low Income,High Burden,188
13121004300,2017,Low Income,Low Burden,64
13121004300,2017,Low Income,Med Burden,108
13121004300,2017,Med Income,High Burden,15
13121004300,2017,Med Income,Low Burden,73
13121004300,2017,Med Income,Med Burden,35
13121004400,2014,High Income,High Burden,0
13121004400,2014,High Income,Low Burden,35
13121004400,2014,High Income,Med Burden,0
13121004400,2014,Low Income,High Burden,174
13121004400,2014,Low Income,Low Burden,250
13121004400,2014,Low Income,Med Burden,218
13121004400,2014,Med Income,High Burden,0
13121004400,2014,Med Income,Low Burden,63
13121004400,2014,Med Income,Med Burden,40
13121004400,2015,High Income,High Burden,0
13121004400,2015,High Income,Low Burden,35
13121004400,2015,High Income,Med Burden,0
13121004400,2015,Low Income,High Burden,216
13121004400,2015,Low Income,Low Burden,214
13121004400,2015,Low Income,Med Burden,264
13121004400,2015,Med Income,High Burden,0
13121004400,2015,Med Income,Low Burden,69
13121004400,2015,Med Income,Med Burden,82
13121004400,2016,High Income,High Burden,0
13121004400,2016,High Income,Low Burden,43
13121004400,2016,High Income,Med Burden,0
13121004400,2016,Low Income,High Burden,253
13121004400,2016,Low Income,Low Burden,227
13121004400,2016,Low Income,Med Burden,332
13121004400,2016,Med Income,High Burden,0
13121004400,2016,Med Income,Low Burden,55
13121004400,2016,Med Income,Med Burden,85
13121004400,2017,High Income,High Burden,0
13121004400,2017,High Income,Low Burden,32
13121004400,2017,High Income,Med Burden,0
13121004400,2017,Low Income,High Burden,226
13121004400,2017,Low Income,Low Burden,273
13121004400,2017,Low Income,Med Burden,341
13121004400,2017,Med Income,High Burden,0
13121004400,2017,Med Income,Low Burden,29
13121004400,2017,Med Income,Med Burden,100
13121004800,2014,High Income,High Burden,0
13121004800,2014,High Income,Low Burden,26
13121004800,2014,High Income,Med Burden,0
13121004800,2014,Low Income,High Burden,201
13121004800,2014,Low Income,Low Burden,122
13121004800,2014,Low Income,Med Burden,80
13121004800,2014,Med Income,High Burden,0
13121004800,2014,Med Income,Low Burden,51
13121004800,2014,Med Income,Med Burden,6
13121004800,2015,High Income,High Burden,0
13121004800,2015,High Income,Low Burden,44
13121004800,2015,High Income,Med Burden,0
13121004800,2015,Low Income,High Burden,169
13121004800,2015,Low Income,Low Burden,96
13121004800,2015,Low Income,Med Burden,101
13121004800,2015,Med Income,High Burden,0
13121004800,2015,Med Income,Low Burden,76
13121004800,2015,Med Income,Med Burden,27
13121004800,2016,High Income,High Burden,0
13121004800,2016,High Income,Low Burden,50
13121004800,2016,High Income,Med Burden,0
13121004800,2016,Low Income,High Burden,171
13121004800,2016,Low Income,Low Burden,89
13121004800,2016,Low Income,Med Burden,75
13121004800,2016,Med Income,High Burden,0
13121004800,2016,Med Income,Low Burden,81
13121004800,2016,Med Income,Med Burden,46
13121004800,2017,High Income,High Burden,0
13121004800,2017,High Income,Low Burden,17
13121004800,2017,High Income,Med Burden,0
13121004800,2017,Low Income,High Burden,176
13121004800,2017,Low Income,Low Burden,94
13121004800,2017,Low Income,Med Burden,61
13121004800,2017,Med Income,High Burden,0
13121004800,2017,Med Income,Low Burden,100
13121004800,2017,Med Income,Med Burden,40
13121004900,2014,High Income,High Burden,0
13121004900,2014,High Income,Low Burden,21
13121004900,2014,High Income,Med Burden,7
13121004900,2014,Low Income,High Burden,88
13121004900,2014,Low Income,Low Burden,157
13121004900,2014,Low Income,Med Burden,45
13121004900,2014,Med Income,High Burden,0
13121004900,2014,Med Income,Low Burden,17
13121004900,2014,Med Income,Med Burden,77
13121004900,2015,High Income,High Burden,0
13121004900,2015,High Income,Low Burden,29
13121004900,2015,High Income,Med Burden,0
13121004900,2015,Low Income,High Burden,53
13121004900,2015,Low Income,Low Burden,181
13121004900,2015,Low Income,Med Burden,26
13121004900,2015,Med Income,High Burden,0
13121004900,2015,Med Income,Low Burden,36
13121004900,2015,Med Income,Med Burden,76
13121004900,2016,High Income,High Burden,0
13121004900,2016,High Income,Low Burden,50
13121004900,2016,High Income,Med Burden,0
13121004900,2016,Low Income,High Burden,122
13121004900,2016,Low Income,Low Burden,145
13121004900,2016,Low Income,Med Burden,24
13121004900,2016,Med Income,High Burden,0
13121004900,2016,Med Income,Low Burden,17
13121004900,2016,Med Income,Med Burden,76
13121004900,2017,High Income,High Burden,0
13121004900,2017,High Income,Low Burden,55
13121004900,2017,High Income,Med Burden,11
13121004900,2017,Low Income,High Burden,106
13121004900,2017,Low Income,Low Burden,121
