GEOID,YEAR,RentG,IncomeG,HHs
13089021412,2016,MedBurden,HighIncome,0
13089021412,2016,MedBurden,LowIncome,14
13089021412,2016,MedBurden,MedIncome,41
13089021412,2017,HighBurden,HighIncome,0
13089021412,2017,HighBurden,LowIncome,43
13089021412,2017,HighBurden,MedIncome,0
13089021412,2017,LowBurden,HighIncome,213
13089021412,2017,LowBurden,LowIncome,0
13089021412,2017,LowBurden,MedIncome,63
13089021412,2017,MedBurden,HighIncome,0
13089021412,2017,MedBurden,LowIncome,8
13089021412,2017,MedBurden,MedIncome,38
13089021413,2014,HighBurden,HighIncome,0
13089021413,2014,HighBurden,LowIncome,345
13089021413,2014,HighBurden,MedIncome,0
13089021413,2014,LowBurden,HighIncome,78
13089021413,2014,LowBurden,LowIncome,18
13089021413,2014,LowBurden,MedIncome,304
13089021413,2014,MedBurden,HighIncome,0
13089021413,2014,MedBurden,LowIncome,221
13089021413,2014,MedBurden,MedIncome,75
13089021413,2015,HighBurden,HighIncome,0
13089021413,2015,HighBurden,LowIncome,332
13089021413,2015,HighBurden,MedIncome,0
13089021413,2015,LowBurden,HighIncome,90
13089021413,2015,LowBurden,LowIncome,33
13089021413,2015,LowBurden,MedIncome,234
13089021413,2015,MedBurden,HighIncome,0
13089021413,2015,MedBurden,LowIncome,231
13089021413,2015,MedBurden,MedIncome,54
13089021413,2016,HighBurden,HighIncome,0
13089021413,2016,HighBurden,LowIncome,276
13089021413,2016,HighBurden,MedIncome,0
13089021413,2016,LowBurden,HighIncome,117
13089021413,2016,LowBurden,LowIncome,34
13089021413,2016,LowBurden,MedIncome,267
13089021413,2016,MedBurden,HighIncome,17
13089021413,2016,MedBurden,LowIncome,228
13089021413,2016,MedBurden,MedIncome,95
13089021413,2017,HighBurden,HighIncome,0
13089021413,2017,HighBurden,LowIncome,256
13089021413,2017,HighBurden,MedIncome,0
13089021413,2017,LowBurden,HighIncome,152
13089021413,2017,LowBurden,LowIncome,22
13089021413,2017,LowBurden,MedIncome,258
13089021413,2017,MedBurden,HighIncome,16
13089021413,2017,MedBurden,LowIncome,201
13089021413,2017,MedBurden,MedIncome,114
13089021414,2014,HighBurden,HighIncome,0
13089021414,2014,HighBurden,LowIncome,312
13089021414,2014,HighBurden,MedIncome,8
13089021414,2014,LowBurden,HighIncome,224
13089021414,2014,LowBurden,LowIncome,24
13089021414,2014,LowBurden,MedIncome,399
13089021414,2014,MedBurden,HighIncome,0
13089021414,2014,MedBurden,LowIncome,330
13089021414,2014,MedBurden,MedIncome,170
13089021414,2015,HighBurden,HighIncome,0
13089021414,2015,HighBurden,LowIncome,332
13089021414,2015,HighBurden,MedIncome,9
13089021414,2015,LowBurden,HighIncome,268
13089021414,2015,LowBurden,LowIncome,19
13089021414,2015,LowBurden,MedIncome,329
13089021414,2015,MedBurden,HighIncome,0
13089021414,2015,MedBurden,LowIncome,278
13089021414,2015,MedBurden,MedIncome,238
13089021414,2016,HighBurden,HighIncome,0
13089021414,2016,HighBurden,LowIncome,374
13089021414,2016,HighBurden,MedIncome,6
13089021414,2016,LowBurden,HighIncome,290
13089021414,2016,LowBurden,LowIncome,21
13089021414,2016,LowBurden,MedIncome,335
13089021414,2016,MedBurden,HighIncome,0
13089021414,2016,MedBurden,LowIncome,242
13089021414,2016,MedBurden,MedIncome,255
13089021414,2017,HighBurden,HighIncome,0
13089021414,2017,HighBurden,LowIncome,367
13089021414,2017,HighBurden,MedIncome,0
13089021414,2017,LowBurden,HighIncome,245
13089021414,2017,LowBurden,LowIncome,20
13089021414,2017,LowBurden,MedIncome,355
13089021414,2017,MedBurden,HighIncome,0
13089021414,2017,MedBurden,LowIncome,171
13089021414,2017,MedBurden,MedIncome,307
13089021415,2014,HighBurden,HighIncome,0
13089021415,2014,HighBurden,LowIncome,119
13089021415,2014,HighBurden,MedIncome,0
13089021415,2014,LowBurden,HighIncome,260
13089021415,2014,LowBurden,LowIncome,15
13089021415,2014,LowBurden,MedIncome,225
13089021415,2014,MedBurden,HighIncome,8
13089021415,2014,MedBurden,LowIncome,114
13089021415,2014,MedBurden,MedIncome,82
13089021415,2015,HighBurden,HighIncome,0
13089021415,2015,HighBurden,LowIncome,149
13089021415,2015,HighBurden,MedIncome,0
13089021415,2015,LowBurden,HighIncome,317
13089021415,2015,LowBurden,LowIncome,1
13089021415,2015,LowBurden,MedIncome,199
13089021415,2015,MedBurden,HighIncome,11
13089021415,2015,MedBurden,LowIncome,103
13089021415,2015,MedBurden,MedIncome,76
13089021415,2016,HighBurden,HighIncome,0
13089021415,2016,HighBurden,LowIncome,126
13089021415,2016,HighBurden,MedIncome,0
13089021415,2016,LowBurden,HighIncome,332
13089021415,2016,LowBurden,LowIncome,1
13089021415,2016,LowBurden,MedIncome,214
13089021415,2016,MedBurden,HighIncome,8
13089021415,2016,MedBurden,LowIncome,62
13089021415,2016,MedBurden,MedIncome,90
13089021415,2017,HighBurden,HighIncome,0
13089021415,2017,HighBurden,LowIncome,106
13089021415,2017,HighBurden,MedIncome,0
13089021415,2017,LowBurden,HighIncome,406
13089021415,2017,LowBurden,LowIncome,0
13089021415,2017,LowBurden,MedIncome,171
13089021415,2017,MedBurden,HighIncome,8
13089021415,2017,MedBurden,LowIncome,9
13089021415,2017,MedBurden,MedIncome,103
13089021416,2014,HighBurden,HighIncome,0
13089021416,2014,HighBurden,LowIncome,112
13089021416,2014,HighBurden,MedIncome,0
13089021416,2014,LowBurden,HighIncome,59
13089021416,2014,LowBurden,LowIncome,41
13089021416,2014,LowBurden,MedIncome,101
13089021416,2014,MedBurden,HighIncome,0
13089021416,2014,MedBurden,LowIncome,120
13089021416,2014,MedBurden,MedIncome,0
13089021416,2015,HighBurden,HighIncome,0
13089021416,2015,HighBurden,LowIncome,143
13089021416,2015,HighBurden,MedIncome,0
13089021416,2015,LowBurden,HighIncome,74
13089021416,2015,LowBurden,LowIncome,16
13089021416,2015,LowBurden,MedIncome,32
13089021416,2015,MedBurden,HighIncome,23
13089021416,2015,MedBurden,LowIncome,145
13089021416,2015,MedBurden,MedIncome,4
13089021416,2016,HighBurden,HighIncome,0
13089021416,2016,HighBurden,LowIncome,96
13089021416,2016,HighBurden,MedIncome,0
13089021416,2016,LowBurden,HighIncome,76
13089021416,2016,LowBurden,LowIncome,18
13089021416,2016,LowBurden,MedIncome,48
13089021416,2016,MedBurden,HighIncome,19
13089021416,2016,MedBurden,LowIncome,134
13089021416,2016,MedBurden,MedIncome,18
13089021416,2017,HighBurden,HighIncome,0
13089021416,2017,HighBurden,LowIncome,77
13089021416,2017,HighBurden,MedIncome,0
13089021416,2017,LowBurden,HighIncome,56
13089021416,2017,LowBurden,LowIncome,0
13089021416,2017,LowBurden,MedIncome,64
13089021416,2017,MedBurden,HighIncome,14
13089021416,2017,MedBurden,LowIncome,134
13089021416,2017,MedBurden,MedIncome,18
13089021417,2014,HighBurden,HighIncome,0
13089021417,2014,HighBurden,LowIncome,510
13089021417,2014,HighBurden,MedIncome,0
13089021417,2014,LowBurden,HighIncome,122
13089021417,2014,LowBurden,LowIncome,45
13089021417,2014,LowBurden,MedIncome,467
13089021417,2014,MedBurden,HighIncome,0
13089021417,2014,MedBurden,LowIncome,272
13089021417,2014,MedBurden,MedIncome,205
13089021417,2015,HighBurden,HighIncome,0
13089021417,2015,HighBurden,LowIncome,490
13089021417,2015,HighBurden,MedIncome,0
13089021417,2015,LowBurden,HighIncome,163
13089021417,2015,LowBurden,LowIncome,40
13089021417,2015,LowBurden,MedIncome,513
13089021417,2015,MedBurden,HighIncome,0
13089021417,2015,MedBurden,LowIncome,309
13089021417,2015,MedBurden,MedIncome,195
13089021417,2016,HighBurden,HighIncome,0
13089021417,2016,HighBurden,LowIncome,447
13089021417,2016,HighBurden,MedIncome,0
13089021417,2016,LowBurden,HighIncome,207
13089021417,2016,LowBurden,LowIncome,0
13089021417,2016,LowBurden,MedIncome,553
13089021417,2016,MedBurden,HighIncome,0
13089021417,2016,MedBurden,LowIncome,321
13089021417,2016,MedBurden,MedIncome,304
13089021417,2017,HighBurden,HighIncome,0
13089021417,2017,HighBurden,LowIncome,384
13089021417,2017,HighBurden,MedIncome,0
13089021417,2017,LowBurden,HighIncome,344
13089021417,2017,LowBurden,LowIncome,0
13089021417,2017,LowBurden,MedIncome,436
13089021417,2017,MedBurden,HighIncome,0
13089021417,2017,MedBurden,LowIncome,323
13089021417,2017,MedBurden,MedIncome,341
13089021502,2014,HighBurden,HighIncome,0
13089021502,2014,HighBurden,LowIncome,361
13089021502,2014,HighBurden,MedIncome,0
13089021502,2014,LowBurden,HighIncome,242
13089021502,2014,LowBurden,LowIncome,0
13089021502,2014,LowBurden,MedIncome,309
13089021502,2014,MedBurden,HighIncome,0
13089021502,2014,MedBurden,LowIncome,169
13089021502,2014,MedBurden,MedIncome,140
13089021502,2015,HighBurden,HighIncome,0
13089021502,2015,HighBurden,LowIncome,339
13089021502,2015,HighBurden,MedIncome,0
13089021502,2015,LowBurden,HighIncome,277
13089021502,2015,LowBurden,LowIncome,0
13089021502,2015,LowBurden,MedIncome,383
13089021502,2015,MedBurden,HighIncome,0
13089021502,2015,MedBurden,LowIncome,121
13089021502,2015,MedBurden,MedIncome,112
13089021502,2016,HighBurden,HighIncome,0
13089021502,2016,HighBurden,LowIncome,297
13089021502,2016,HighBurden,MedIncome,0
13089021502,2016,LowBurden,HighIncome,349
13089021502,2016,LowBurden,LowIncome,0
13089021502,2016,LowBurden,MedIncome,290
13089021502,2016,MedBurden,HighIncome,0
13089021502,2016,MedBurden,LowIncome,104
13089021502,2016,MedBurden,MedIncome,173
13089021502,2017,HighBurden,HighIncome,0
13089021502,2017,HighBurden,LowIncome,296
13089021502,2017,HighBurden,MedIncome,0
13089021502,2017,LowBurden,HighIncome,302
13089021502,2017,LowBurden,LowIncome,0
13089021502,2017,LowBurden,MedIncome,372
13089021502,2017,MedBurden,HighIncome,0
13089021502,2017,MedBurden,LowIncome,98
13089021502,2017,MedBurden,MedIncome,140
13089021503,2014,HighBurden,HighIncome,0
13089021503,2014,HighBurden,LowIncome,131
13089021503,2014,HighBurden,MedIncome,0
13089021503,2014,LowBurden,HighIncome,161
13089021503,2014,LowBurden,LowIncome,88
13089021503,2014,LowBurden,MedIncome,237
13089021503,2014,MedBurden,HighIncome,7
13089021503,2014,MedBurden,LowIncome,204
13089021503,2014,MedBurden,MedIncome,39
13089021503,2015,HighBurden,HighIncome,0
13089021503,2015,HighBurden,LowIncome,161
13089021503,2015,HighBurden,MedIncome,0
13089021503,2015,LowBurden,HighIncome,152
13089021503,2015,LowBurden,LowIncome,57
13089021503,2015,LowBurden,MedIncome,205
13089021503,2015,MedBurden,HighIncome,8
13089021503,2015,MedBurden,LowIncome,202
13089021503,2015,MedBurden,MedIncome,61
13089021503,2016,HighBurden,HighIncome,0
13089021503,2016,HighBurden,LowIncome,240
13089021503,2016,HighBurden,MedIncome,0
13089021503,2016,LowBurden,HighIncome,162
13089021503,2016,LowBurden,LowIncome,45
13089021503,2016,LowBurden,MedIncome,204
13089021503,2016,MedBurden,HighIncome,5
13089021503,2016,MedBurden,LowIncome,181
13089021503,2016,MedBurden,MedIncome,67
13089021503,2017,HighBurden,HighIncome,0
13089021503,2017,HighBurden,LowIncome,203
13089021503,2017,HighBurden,MedIncome,0
13089021503,2017,LowBurden,HighIncome,200
13089021503,2017,LowBurden,LowIncome,22
13089021503,2017,LowBurden,MedIncome,161
13089021503,2017,MedBurden,HighIncome,0
13089021503,2017,MedBurden,LowIncome,178
13089021503,2017,MedBurden,MedIncome,66
13089021504,2014,HighBurden,HighIncome,0
13089021504,2014,HighBurden,LowIncome,568
13089021504,2014,HighBurden,MedIncome,31
13089021504,2014,LowBurden,HighIncome,292
13089021504,2014,LowBurden,LowIncome,0
13089021504,2014,LowBurden,MedIncome,314
13089021504,2014,MedBurden,HighIncome,0
13089021504,2014,MedBurden,LowIncome,155
13089021504,2014,MedBurden,MedIncome,145
13089021504,2015,HighBurden,HighIncome,0
13089021504,2015,HighBurden,LowIncome,613
13089021504,2015,HighBurden,MedIncome,34
13089021504,2015,LowBurden,HighIncome,440
13089021504,2015,LowBurden,LowIncome,0
13089021504,2015,LowBurden,MedIncome,239
13089021504,2015,MedBurden,HighIncome,0
13089021504,2015,MedBurden,LowIncome,78
13089021504,2015,MedBurden,MedIncome,146
13089021504,2016,HighBurden,HighIncome,0
13089021504,2016,HighBurden,LowIncome,566
13089021504,2016,HighBurden,MedIncome,0
13089021504,2016,LowBurden,HighIncome,476
13089021504,2016,LowBurden,LowIncome,0
13089021504,2016,LowBurden,MedIncome,212
13089021504,2016,MedBurden,HighIncome,0
13089021504,2016,MedBurden,LowIncome,122
13089021504,2016,MedBurden,MedIncome,222
13089021504,2017,HighBurden,HighIncome,0
13089021504,2017,HighBurden,LowIncome,492
13089021504,2017,HighBurden,MedIncome,0
13089021504,2017,LowBurden,HighIncome,499
13089021504,2017,LowBurden,LowIncome,0
13089021504,2017,LowBurden,MedIncome,242
13089021504,2017,MedBurden,HighIncome,0
13089021504,2017,MedBurden,LowIncome,108
13089021504,2017,MedBurden,MedIncome,280
13089021602,2014,HighBurden,HighIncome,0
13089021602,2014,HighBurden,LowIncome,246
13089021602,2014,HighBurden,MedIncome,0
13089021602,2014,LowBurden,HighIncome,134
13089021602,2014,LowBurden,LowIncome,0
13089021602,2014,LowBurden,MedIncome,292
13089021602,2014,MedBurden,HighIncome,0
13089021602,2014,MedBurden,LowIncome,57
13089021602,2014,MedBurden,MedIncome,142
13089021602,2015,HighBurden,HighIncome,0
13089021602,2015,HighBurden,LowIncome,270
13089021602,2015,HighBurden,MedIncome,0
13089021602,2015,LowBurden,HighIncome,185
13089021602,2015,LowBurden,LowIncome,0
13089021602,2015,LowBurden,MedIncome,248
13089021602,2015,MedBurden,HighIncome,0
13089021602,2015,MedBurden,LowIncome,60
13089021602,2015,MedBurden,MedIncome,113
13089021602,2016,HighBurden,HighIncome,0
13089021602,2016,HighBurden,LowIncome,184
13089021602,2016,HighBurden,MedIncome,0
13089021602,2016,LowBurden,HighIncome,168
13089021602,2016,LowBurden,LowIncome,0
13089021602,2016,LowBurden,MedIncome,252
13089021602,2016,MedBurden,HighIncome,0
13089021602,2016,MedBurden,LowIncome,37
13089021602,2016,MedBurden,MedIncome,104
13089021602,2017,HighBurden,HighIncome,0
13089021602,2017,HighBurden,LowIncome,155
13089021602,2017,HighBurden,MedIncome,0
13089021602,2017,LowBurden,HighIncome,143
13089021602,2017,LowBurden,LowIncome,0
13089021602,2017,LowBurden,MedIncome,207
13089021602,2017,MedBurden,HighIncome,0
13089021602,2017,MedBurden,LowIncome,38
13089021602,2017,MedBurden,MedIncome,150
13089021603,2014,HighBurden,HighIncome,0
13089021603,2014,HighBurden,LowIncome,298
13089021603,2014,HighBurden,MedIncome,90
13089021603,2014,LowBurden,HighIncome,168
13089021603,2014,LowBurden,LowIncome,99
13089021603,2014,LowBurden,MedIncome,459
13089021603,2014,MedBurden,HighIncome,48
13089021603,2014,MedBurden,LowIncome,253
13089021603,2014,MedBurden,MedIncome,172
13089021603,2015,HighBurden,HighIncome,0
13089021603,2015,HighBurden,LowIncome,293
13089021603,2015,HighBurden,MedIncome,91
13089021603,2015,LowBurden,HighIncome,286
13089021603,2015,LowBurden,LowIncome,50
13089021603,2015,LowBurden,MedIncome,431
13089021603,2015,MedBurden,HighIncome,50
13089021603,2015,MedBurden,LowIncome,254
13089021603,2015,MedBurden,MedIncome,150
13089021603,2016,HighBurden,HighIncome,0
13089021603,2016,HighBurden,LowIncome,321
13089021603,2016,HighBurden,MedIncome,101
13089021603,2016,LowBurden,HighIncome,318
13089021603,2016,LowBurden,LowIncome,67
13089021603,2016,LowBurden,MedIncome,445
13089021603,2016,MedBurden,HighIncome,89
13089021603,2016,MedBurden,LowIncome,142
13089021603,2016,MedBurden,MedIncome,179
13089021603,2017,HighBurden,HighIncome,0
13089021603,2017,HighBurden,LowIncome,252
13089021603,2017,HighBurden,MedIncome,162
13089021603,2017,LowBurden,HighIncome,293
13089021603,2017,LowBurden,LowIncome,71
13089021603,2017,LowBurden,MedIncome,388
13089021603,2017,MedBurden,HighIncome,52
13089021603,2017,MedBurden,LowIncome,84
13089021603,2017,MedBurden,MedIncome,190
13089021604,2014,HighBurden,HighIncome,0
13089021604,2014,HighBurden,LowIncome,0
13089021604,2014,HighBurden,MedIncome,0
13089021604,2014,LowBurden,HighIncome,0
13089021604,2014,LowBurden,LowIncome,0
13089021604,2014,LowBurden,MedIncome,10
13089021604,2014,MedBurden,HighIncome,0
13089021604,2014,MedBurden,LowIncome,0
13089021604,2014,MedBurden,MedIncome,15
13089021604,2015,HighBurden,HighIncome,0
13089021604,2015,HighBurden,LowIncome,0
13089021604,2015,HighBurden,MedIncome,0
13089021604,2015,LowBurden,HighIncome,33
13089021604,2015,LowBurden,LowIncome,0
13089021604,2015,LowBurden,MedIncome,11
13089021604,2015,MedBurden,HighIncome,0
13089021604,2015,MedBurden,LowIncome,0
13089021604,2015,MedBurden,MedIncome,27
13089021604,2016,HighBurden,HighIncome,0
13089021604,2016,HighBurden,LowIncome,0
13089021604,2016,HighBurden,MedIncome,0
13089021604,2016,LowBurden,HighIncome,32
13089021604,2016,LowBurden,LowIncome,0
13089021604,2016,LowBurden,MedIncome,10
13089021604,2016,MedBurden,HighIncome,0
13089021604,2016,MedBurden,LowIncome,0
13089021604,2016,MedBurden,MedIncome,29
13089021604,2017,HighBurden,HighIncome,0
13089021604,2017,HighBurden,LowIncome,0
13089021604,2017,HighBurden,MedIncome,0
13089021604,2017,LowBurden,HighIncome,43
13089021604,2017,LowBurden,LowIncome,0
13089021604,2017,LowBurden,MedIncome,12
13089021604,2017,MedBurden,HighIncome,0
13089021604,2017,MedBurden,LowIncome,0
13089021604,2017,MedBurden,MedIncome,27
13089021605,2014,HighBurden,HighIncome,0
13089021605,2014,HighBurden,LowIncome,437
13089021605,2014,HighBurden,MedIncome,0
13089021605,2014,LowBurden,HighIncome,157
13089021605,2014,LowBurden,LowIncome,0
13089021605,2014,LowBurden,MedIncome,312
13089021605,2014,MedBurden,HighIncome,0
13089021605,2014,MedBurden,LowIncome,247
13089021605,2014,MedBurden,MedIncome,61
13089021605,2015,HighBurden,HighIncome,0
13089021605,2015,HighBurden,LowIncome,450
13089021605,2015,HighBurden,MedIncome,0
13089021605,2015,LowBurden,HighIncome,188
13089021605,2015,LowBurden,LowIncome,0
13089021605,2015,LowBurden,MedIncome,307
13089021605,2015,MedBurden,HighIncome,0
13089021605,2015,MedBurden,LowIncome,240
13089021605,2015,MedBurden,MedIncome,59
13089021605,2016,HighBurden,HighIncome,0
13089021605,2016,HighBurden,LowIncome,335
13089021605,2016,HighBurden,MedIncome,0
13089021605,2016,LowBurden,HighIncome,247
13089021605,2016,LowBurden,LowIncome,0
13089021605,2016,LowBurden,MedIncome,316
13089021605,2016,MedBurden,HighIncome,0
13089021605,2016,MedBurden,LowIncome,271
13089021605,2016,MedBurden,MedIncome,139
13089021605,2017,HighBurden,HighIncome,0
13089021605,2017,HighBurden,LowIncome,342
13089021605,2017,HighBurden,MedIncome,0
13089021605,2017,LowBurden,HighIncome,550
13089021605,2017,LowBurden,LowIncome,0
13089021605,2017,LowBurden,MedIncome,240
13089021605,2017,MedBurden,HighIncome,0
13089021605,2017,MedBurden,LowIncome,183
13089021605,2017,MedBurden,MedIncome,193
13089021703,2014,HighBurden,HighIncome,0
13089021703,2014,HighBurden,LowIncome,22
13089021703,2014,HighBurden,MedIncome,0
13089021703,2014,LowBurden,HighIncome,21
13089021703,2014,LowBurden,LowIncome,80
13089021703,2014,LowBurden,MedIncome,7
13089021703,2014,MedBurden,HighIncome,0
13089021703,2014,MedBurden,LowIncome,11
13089021703,2014,MedBurden,MedIncome,0
13089021703,2015,HighBurden,HighIncome,0
13089021703,2015,HighBurden,LowIncome,30
13089021703,2015,HighBurden,MedIncome,0
13089021703,2015,LowBurden,HighIncome,11
13089021703,2015,LowBurden,LowIncome,50
13089021703,2015,LowBurden,MedIncome,8
13089021703,2015,MedBurden,HighIncome,0
13089021703,2015,MedBurden,LowIncome,11
13089021703,2015,MedBurden,MedIncome,0
13089021703,2016,HighBurden,HighIncome,0
13089021703,2016,HighBurden,LowIncome,40
13089021703,2016,HighBurden,MedIncome,0
13089021703,2016,LowBurden,HighIncome,21
13089021703,2016,LowBurden,LowIncome,36
13089021703,2016,LowBurden,MedIncome,0
13089021703,2016,MedBurden,HighIncome,0
13089021703,2016,MedBurden,LowIncome,25
13089021703,2016,MedBurden,MedIncome,0
13089021703,2017,HighBurden,HighIncome,0
13089021703,2017,HighBurden,LowIncome,41
13089021703,2017,HighBurden,MedIncome,0
13089021703,2017,LowBurden,HighIncome,18
13089021703,2017,LowBurden,LowIncome,20
13089021703,2017,LowBurden,MedIncome,0
13089021703,2017,MedBurden,HighIncome,0
13089021703,2017,MedBurden,LowIncome,34
13089021703,2017,MedBurden,MedIncome,0
13089021704,2014,HighBurden,HighIncome,0
13089021704,2014,HighBurden,LowIncome,205
13089021704,2014,HighBurden,MedIncome,0
13089021704,2014,LowBurden,HighIncome,134
13089021704,2014,LowBurden,LowIncome,51
13089021704,2014,LowBurden,MedIncome,67
13089021704,2014,MedBurden,HighIncome,0
13089021704,2014,MedBurden,LowIncome,22
13089021704,2014,MedBurden,MedIncome,0
13089021704,2015,HighBurden,HighIncome,0
13089021704,2015,HighBurden,LowIncome,176
13089021704,2015,HighBurden,MedIncome,0
13089021704,2015,LowBurden,HighIncome,109
13089021704,2015,LowBurden,LowIncome,73
13089021704,2015,LowBurden,MedIncome,75
13089021704,2015,MedBurden,HighIncome,0
13089021704,2015,MedBurden,LowIncome,27
13089021704,2015,MedBurden,MedIncome,10
13089021704,2016,HighBurden,HighIncome,0
13089021704,2016,HighBurden,LowIncome,139
13089021704,2016,HighBurden,MedIncome,16
13089021704,2016,LowBurden,HighIncome,148
13089021704,2016,LowBurden,LowIncome,79
13089021704,2016,LowBurden,MedIncome,50
13089021704,2016,MedBurden,HighIncome,0
13089021704,2016,MedBurden,LowIncome,15
13089021704,2016,MedBurden,MedIncome,11
13089021704,2017,HighBurden,HighIncome,0
13089021704,2017,HighBurden,LowIncome,147
13089021704,2017,HighBurden,MedIncome,15
13089021704,2017,LowBurden,HighIncome,172
13089021704,2017,LowBurden,LowIncome,70
13089021704,2017,LowBurden,MedIncome,35
13089021704,2017,MedBurden,HighIncome,15
13089021704,2017,MedBurden,LowIncome,0
13089021704,2017,MedBurden,MedIncome,0
13089021705,2014,HighBurden,HighIncome,0
13089021705,2014,HighBurden,LowIncome,330
13089021705,2014,HighBurden,MedIncome,9
13089021705,2014,LowBurden,HighIncome,211
13089021705,2014,LowBurden,LowIncome,114
13089021705,2014,LowBurden,MedIncome,427
13089021705,2014,MedBurden,HighIncome,0
13089021705,2014,MedBurden,LowIncome,264
13089021705,2014,MedBurden,MedIncome,71
13089021705,2015,HighBurden,HighIncome,0
13089021705,2015,HighBurden,LowIncome,319
13089021705,2015,HighBurden,MedIncome,9
13089021705,2015,LowBurden,HighIncome,168
13089021705,2015,LowBurden,LowIncome,153
13089021705,2015,LowBurden,MedIncome,420
13089021705,2015,MedBurden,HighIncome,0
13089021705,2015,MedBurden,LowIncome,276
13089021705,2015,MedBurden,MedIncome,87
13089021705,2016,HighBurden,HighIncome,0
13089021705,2016,HighBurden,LowIncome,287
13089021705,2016,HighBurden,MedIncome,10
13089021705,2016,LowBurden,HighIncome,167
13089021705,2016,LowBurden,LowIncome,55
13089021705,2016,LowBurden,MedIncome,433
13089021705,2016,MedBurden,HighIncome,0
13089021705,2016,MedBurden,LowIncome,263
13089021705,2016,MedBurden,MedIncome,107
13089021705,2017,HighBurden,HighIncome,0
13089021705,2017,HighBurden,LowIncome,216
13089021705,2017,HighBurden,MedIncome,13
13089021705,2017,LowBurden,HighIncome,196
13089021705,2017,LowBurden,LowIncome,22
13089021705,2017,LowBurden,MedIncome,363
13089021705,2017,MedBurden,HighIncome,0
13089021705,2017,MedBurden,LowIncome,283
13089021705,2017,MedBurden,MedIncome,93
13089021706,2014,HighBurden,HighIncome,0
13089021706,2014,HighBurden,LowIncome,257
13089021706,2014,HighBurden,MedIncome,0
13089021706,2014,LowBurden,HighIncome,236
13089021706,2014,LowBurden,LowIncome,0
13089021706,2014,LowBurden,MedIncome,312
13089021706,2014,MedBurden,HighIncome,0
13089021706,2014,MedBurden,LowIncome,222
13089021706,2014,MedBurden,MedIncome,74
13089021706,2015,HighBurden,HighIncome,0
13089021706,2015,HighBurden,LowIncome,212
13089021706,2015,HighBurden,MedIncome,0
13089021706,2015,LowBurden,HighIncome,226
13089021706,2015,LowBurden,LowIncome,0
13089021706,2015,LowBurden,MedIncome,309
13089021706,2015,MedBurden,HighIncome,0
13089021706,2015,MedBurden,LowIncome,197
13089021706,2015,MedBurden,MedIncome,64
13089021706,2016,HighBurden,HighIncome,0
13089021706,2016,HighBurden,LowIncome,165
13089021706,2016,HighBurden,MedIncome,0
13089021706,2016,LowBurden,HighIncome,158
13089021706,2016,LowBurden,LowIncome,0
13089021706,2016,LowBurden,MedIncome,349
13089021706,2016,MedBurden,HighIncome,0
13089021706,2016,MedBurden,LowIncome,231
13089021706,2016,MedBurden,MedIncome,49
13089021706,2017,HighBurden,HighIncome,0
13089021706,2017,HighBurden,LowIncome,126
13089021706,2017,HighBurden,MedIncome,20
13089021706,2017,LowBurden,HighIncome,171
13089021706,2017,LowBurden,LowIncome,0
13089021706,2017,LowBurden,MedIncome,320
13089021706,2017,MedBurden,HighIncome,0
13089021706,2017,MedBurden,LowIncome,92
13089021706,2017,MedBurden,MedIncome,90
13089021805,2014,HighBurden,HighIncome,0
13089021805,2014,HighBurden,LowIncome,151
13089021805,2014,HighBurden,MedIncome,36
13089021805,2014,LowBurden,HighIncome,17
13089021805,2014,LowBurden,LowIncome,0
13089021805,2014,LowBurden,MedIncome,205
13089021805,2014,MedBurden,HighIncome,0
13089021805,2014,MedBurden,LowIncome,155
13089021805,2014,MedBurden,MedIncome,28
13089021805,2015,HighBurden,HighIncome,0
13089021805,2015,HighBurden,LowIncome,165
13089021805,2015,HighBurden,MedIncome,36
13089021805,2015,LowBurden,HighIncome,30
13089021805,2015,LowBurden,LowIncome,0
13089021805,2015,LowBurden,MedIncome,159
13089021805,2015,MedBurden,HighIncome,0
13089021805,2015,MedBurden,LowIncome,203
13089021805,2015,MedBurden,MedIncome,55
13089021805,2016,HighBurden,HighIncome,0
13089021805,2016,HighBurden,LowIncome,168
13089021805,2016,HighBurden,MedIncome,0
13089021805,2016,LowBurden,HighIncome,62
13089021805,2016,LowBurden,LowIncome,0
13089021805,2016,LowBurden,MedIncome,102
13089021805,2016,MedBurden,HighIncome,0
13089021805,2016,MedBurden,LowIncome,141
13089021805,2016,MedBurden,MedIncome,69
13089021805,2017,HighBurden,HighIncome,0
13089021805,2017,HighBurden,LowIncome,106
13089021805,2017,HighBurden,MedIncome,0
13089021805,2017,LowBurden,HighIncome,47
13089021805,2017,LowBurden,LowIncome,34
13089021805,2017,LowBurden,MedIncome,54
13089021805,2017,MedBurden,HighIncome,0
13089021805,2017,MedBurden,LowIncome,173
13089021805,2017,MedBurden,MedIncome,88
13089021806,2014,HighBurden,HighIncome,0
13089021806,2014,HighBurden,LowIncome,367
13089021806,2014,HighBurden,MedIncome,0
13089021806,2014,LowBurden,HighIncome,100
13089021806,2014,LowBurden,LowIncome,0
13089021806,2014,LowBurden,MedIncome,314
13089021806,2014,MedBurden,HighIncome,0
13089021806,2014,MedBurden,LowIncome,424
13089021806,2014,MedBurden,MedIncome,81
13089021806,2015,HighBurden,HighIncome,0
13089021806,2015,HighBurden,LowIncome,373
